text,topic,stems
"....perhaps like never before! From large numbers of Poll Watchers that were thrown out of vote counting rooms in many of our States, to millions of ballots that have been altered by Democrats, only for Democrats, to voting after the Election was over, to using Radical Left",Topic #1,"['perhap', 'like', 'never', 'larg', 'number', 'poll', 'watcher', 'thrown', 'vote', 'count', 'room', 'mani', 'state', 'million', 'ballot', 'alter', 'democrat', 'democrat', 'vote', 'elect', 'use', 'radic', 'left']"
"Why does the Fake News Media continuously assume that Joe Biden will ascend to the Presidency, not even allowing our side to show, which we are just getting ready to do, how badly shattered and violated our great Constitution has been in the 2020 Election. It was attacked,..",Topic #1,"['fake', 'news', 'media', 'continu', 'assum', 'joe', 'biden', 'ascend', 'presid', 'even', 'allow', 'side', 'show', 'get', 'readi', 'badli', 'shatter', 'violat', 'great', 'constitut', '2020', 'elect', 'attack']"
"A great launch! @NASA was a closed up disaster when we took over. Now it is again the “hottest”, most advanced, space center in the world, by far! https://t.co/CDCGdO74Yb",Topic #2,"['great', 'launch', 'nasa', 'close', 'disast', 'took', 'hottest', 'advanc', 'space', 'center', 'world', 'far', 'httpstcocdcgdo74yb']"
"Many of the court cases being filed all over the Country are not ours, but rather those of people that have seen horrible abuses. Our big cases showing the unconstitutionality of the 2020 Election, &amp; the outrage of things that were done to change the outcome, will soon be filed!",Topic #1,"['mani', 'court', 'case', 'file', 'countri', 'rather', 'peopl', 'seen', 'horribl', 'abus', 'big', 'case', 'show', 'unconstitution', '2020', 'elect', 'amp', 'outrag', 'thing', 'done', 'chang', 'outcom', 'soon', 'file']"
Spirit like never before! https://t.co/2B7OCW6Rxc,Topic #1,"['spirit', 'like', 'never', 'httpstco2b7ocw6rxc']"
Amazing! https://t.co/RMOa4jKZwA,Topic #2,"['amaz', 'httpstcormoa4jkzwa']"
We won’t let a RIGGED ELECTION steal our Country! https://t.co/r0H4ZcDkHv,Topic #1,"['wont', 'let', 'rig', 'elect', 'steal', 'countri', 'httpstcor0h4zcdkhv']"
"WATCH: D.C. Cops Direct Trump-Supporters into Gauntlet of Protesters, Do Nothing When They Are Assaulted https://t.co/179yDCbZou via @BreitbartNews. These thugs and lowlifes only stalked and attacked when most of the tens of thousands of people had left town. Ran away earlier!",Topic #4,"['watch', 'dc', 'cop', 'direct', 'trumpsupport', 'gauntlet', 'protest', 'noth', 'assault', 'httpstco179ydcbz', 'via', 'breitbartnew', 'thug', 'lowlif', 'stalk', 'attack', 'ten', 'thousand', 'peopl', 'left', 'town', 'ran', 'away', 'earlier']"
Great job Emily! https://t.co/kQbKViF7Il,Topic #2,"['great', 'job', 'emili', 'httpstcokqbkvif7il']"
"John Bolton was one of the dumbest people in government that I’ve had the “pleasure” to work with. A sullen, dull and quiet guy, he added nothing to National Security except, “Gee, let’s go to war.” Also, illegally released much Classified Information. A real dope!",Topic #2,"['john', 'bolton', 'one', 'dumbest', 'peopl', 'govern', 'ive', 'pleasur', 'work', 'sullen', 'dull', 'quiet', 'guy', 'ad', 'noth', 'nation', 'secur', 'except', 'gee', 'let', 'go', 'war', 'also', 'illeg', 'releas', 'much', 'classifi', 'inform', 'real', 'dope']"
https://t.co/8N0vB3nJPi,Topic #2,['httpstco8n0vb3njpi']
https://t.co/fKDXKEmNr1,Topic #1,['httpstcofkdxkemnr1']
https://t.co/ZruNgRgFqF,Topic #1,['httpstcozrungrgfqf']
Rudy will be interviewed by @MariaBartiromo at 10:00 A.M. NOW! https://t.co/ExPIgqtIAV,Topic #3,"['rudi', 'interview', 'mariabartiromo', '1000', 'httpstcoexpigqtiav']"
Progress! https://t.co/K0NrpChXuI,Topic #2,"['progress', 'httpstcok0nrpchxui']"
He only won in the eyes of the FAKE NEWS MEDIA. I concede NOTHING! We have a long way to go. This was a RIGGED ELECTION!,Topic #1,"['eye', 'fake', 'news', 'media', 'conced', 'noth', 'long', 'way', 'go', 'rig', 'elect']"
RIGGED ELECTION. WE WILL WIN!,Topic #1,"['rig', 'elect', 'win']"
Watch @RudyGiuliani interview on @MariaBartiromo this morning at 10:00. Doing a great job exposing the Rigged Election Hoax!,Topic #1,"['watch', 'rudygiuliani', 'interview', 'mariabartiromo', 'morn', '1000', 'great', 'job', 'expos', 'rig', 'elect', 'hoax']"
"All of the mechanical “glitches” that took place on Election Night were really THEM getting caught trying to steal votes. They succeeded plenty, however, without getting caught. Mail-in elections are a sick joke!",Topic #1,"['mechan', 'glitch', 'took', 'place', 'elect', 'night', 'realli', 'get', 'caught', 'tri', 'steal', 'vote', 'succeed', 'plenti', 'howev', 'without', 'get', 'caught', 'mailin', 'elect', 'sick', 'joke']"
"He won because the Election was Rigged. NO VOTE WATCHERS OR OBSERVERS allowed, vote tabulated by a Radical Left privately owned company, Dominion, with a bad reputation &amp; bum equipment that couldn’t even qualify for Texas (which I won by a lot!), the Fake &amp; Silent Media, &amp; more! https://t.co/Exb3C1mAPg",Topic #1,"['elect', 'rig', 'vote', 'watcher', 'observ', 'allow', 'vote', 'tabul', 'radic', 'left', 'privat', 'own', 'compani', 'dominion', 'bad', 'reput', 'amp', 'bum', 'equip', 'couldnt', 'even', 'qualifi', 'texa', 'lot', 'fake', 'amp', 'silent', 'media', 'amp', 'httpstcoexb3c1mapg']"
"Doing a great job in Georgia. Their recount is a scam, means nothing. Must see fraudulent signatures which is prohibited by stupidly signed &amp; unconstitutional consent decree. @BrianKempGA https://t.co/UtEp3FN22S",Topic #1,"['great', 'job', 'georgia', 'recount', 'scam', 'mean', 'noth', 'must', 'see', 'fraudul', 'signatur', 'prohibit', 'stupidli', 'sign', 'amp', 'unconstitut', 'consent', 'decre', 'briankempga', 'httpstcoutep3fn22']"
"This is why @FoxNews daytime and weekend daytime have lost their ratings. They are abysmal having @alfredenewman1 (Mayor Pete of Indiana’s most unsuccessful city, by far!) on more than Republicans. Many great alternatives are forming &amp; exist. Try @OANN &amp; @newsmax, among others! https://t.co/ewHE8GBRNy",Topic #1,"['foxnew', 'daytim', 'weekend', 'daytim', 'lost', 'rate', 'abysm', 'alfredenewman1', 'mayor', 'pete', 'indiana', 'unsuccess', 'citi', 'far', 'republican', 'mani', 'great', 'altern', 'form', 'amp', 'exist', 'tri', 'oann', 'amp', 'newsmax', 'among', 'other', 'httpstcoewhe8gbrni']"
"Tax filings reveal Biden cancer charity spent millions on salaries, zero on research https://t.co/2DhE1Ddt6y via @nypost",Topic #2,"['tax', 'file', 'reveal', 'biden', 'cancer', 'chariti', 'spent', 'million', 'salari', 'zero', 'research', 'httpstco2dhe1ddt6i', 'via', 'nypost']"
"Thank you Mark, but the Fake News Media will never say it! https://t.co/e2V05JPmlx",Topic #2,"['thank', 'mark', 'fake', 'news', 'media', 'never', 'say', 'httpstcoe2v05jpmlx']"
"The Fake News Media hardly even discussed the tens of thousands of people that came to D.C. Formed organically, and in many parts of the Country! https://t.co/wVsDx6GeGc",Topic #1,"['fake', 'news', 'media', 'hardli', 'even', 'discuss', 'ten', 'thousand', 'peopl', 'came', 'dc', 'form', 'organ', 'mani', 'part', 'countri', 'httpstcowvsdx6gegc']"
Thank you Mollie. The Free and Fair Press is gone in our country. They only write about what they want to write about. SUPPRESSION! https://t.co/X2sQFeDZlq,Topic #2,"['thank', 'molli', 'free', 'fair', 'press', 'gone', 'countri', 'write', 'want', 'write', 'suppress', 'httpstcox2sqfedzlq']"
The Silent Media is the Enemy of the People!!! https://t.co/I2LnE3dpI9,Topic #1,"['silent', 'media', 'enemi', 'peopl', 'httpstcoi2lne3dpi9']"
Human Radical Left garbage did this. Being arrested now! https://t.co/fXSsXXp5yc,Topic #4,"['human', 'radic', 'left', 'garbag', 'arrest', 'httpstcofxssxxp5yc']"
"Radical Left ANTIFA SCUM was easily rebuffed today by the big D.C. MAGA Rally crowd, only to return at night, after 99% of the crowd had left, to assault elderly people and families. Police got there, but late. Mayor is not doing her job!",Topic #4,"['radic', 'left', 'antifa', 'scum', 'easili', 'rebuf', 'today', 'big', 'dc', 'maga', 'ralli', 'crowd', 'return', 'night', '99', 'crowd', 'left', 'assault', 'elderli', 'peopl', 'famili', 'polic', 'got', 'late', 'mayor', 'job']"
"ANTIFA SCUM ran for the hills today when they tried attacking the people at the Trump Rally, because those people aggressively fought back. Antifa waited until tonight, when 99% were gone, to attack innocent #MAGA People. DC Police, get going — do your job and don’t hold back!!!",Topic #4,"['antifa', 'scum', 'ran', 'hill', 'today', 'tri', 'attack', 'peopl', 'trump', 'ralli', 'peopl', 'aggress', 'fought', 'back', 'antifa', 'wait', 'tonight', '99', 'gone', 'attack', 'innoc', 'maga', 'peopl', 'dc', 'polic', 'get', 'go', 'job', 'dont', 'hold', 'back']"
"Antifa SCUM ran for the hills today when they tried attacking the people at the Trump Rally, because those people aggressively fought back. Antifa waited until tonight, when 99% were gone, to attack innocent #MAGA People. DC Police, get going — do you job and don’t hold back!!!",Topic #4,"['antifa', 'scum', 'ran', 'hill', 'today', 'tri', 'attack', 'peopl', 'trump', 'ralli', 'peopl', 'aggress', 'fought', 'back', 'antifa', 'wait', 'tonight', '99', 'gone', 'attack', 'innoc', 'maga', 'peopl', 'dc', 'polic', 'get', 'go', 'job', 'dont', 'hold', 'back']"
"I look forward to Mayor Giuliani spearheading the legal effort to defend OUR RIGHT to FREE and FAIR ELECTIONS! Rudy Giuliani, Joseph diGenova, Victoria Toensing, Sidney Powell, and Jenna Ellis, a truly great team, added to our other wonderful lawyers and representatives!",Topic #3,"['look', 'forward', 'mayor', 'giuliani', 'spearhead', 'legal', 'effort', 'defend', 'right', 'free', 'fair', 'elect', 'rudi', 'giuliani', 'joseph', 'digenova', 'victoria', 'toens', 'sidney', 'powel', 'jenna', 'elli', 'truli', 'great', 'team', 'ad', 'wonder', 'lawyer', 'repres']"
"There is tremendous evidence of wide spread voter fraud in that there is irrefutable proof that our Republican poll watchers and observers were not allowed to be present in poll counting rooms. Michigan, Pennsylvania, Georgia and others. Unconstitutional!",Topic #1,"['tremend', 'evid', 'wide', 'spread', 'voter', 'fraud', 'irrefut', 'proof', 'republican', 'poll', 'watcher', 'observ', 'allow', 'present', 'poll', 'count', 'room', 'michigan', 'pennsylvania', 'georgia', 'other', 'unconstitut']"
https://t.co/aqAf0KkoYn,Topic #1,['httpstcoaqaf0kkoyn']
.@FoxNews and the Fake News Networks aren’t showing these massive gatherings. Instead they have their reporters standing in almost empty streets. We now have SUPPRESSION BY THE PRESS. MAGA! https://t.co/RMOa4jKZwA,Topic #1,"['foxnew', 'fake', 'news', 'network', 'arent', 'show', 'massiv', 'gather', 'instead', 'report', 'stand', 'almost', 'empti', 'street', 'suppress', 'press', 'maga', 'httpstcormoa4jkzwa']"
https://t.co/RV5obxT9aG,Topic #1,['httpstcorv5obxt9ag']
Thank you Dan! https://t.co/Y5Dc7In245,Topic #2,"['thank', 'dan', 'httpstcoy5dc7in245']"
https://t.co/wkyEVYvbnk,Topic #1,['httpstcowkyevyvbnk']
They wouldn’t let our Poll Watchers and Observers into the Counting Rooms. We win on that alone!,Topic #1,"['wouldnt', 'let', 'poll', 'watcher', 'observ', 'count', 'room', 'win', 'alon']"
https://t.co/ywiw6sPicI,Topic #1,['httpstcoywiw6spici']
The hand recount taking place in Georgia is a waste of time. They are not showing the matching signatures. Call off the recount until they allow the MATCH. Don’t let the Radical Left Dems STEAL THE ELECTION!,Topic #1,"['hand', 'recount', 'take', 'place', 'georgia', 'wast', 'time', 'show', 'match', 'signatur', 'call', 'recount', 'allow', 'match', 'dont', 'let', 'radic', 'left', 'dem', 'steal', 'elect']"
Hundreds of thousands of people showing their support in D.C. They will not stand for a Rigged and Corrupt Election! https://t.co/tr35WKTKM8,Topic #1,"['hundr', 'thousand', 'peopl', 'show', 'support', 'dc', 'stand', 'rig', 'corrupt', 'elect', 'httpstcotr35wktkm8']"
We will WIN! https://t.co/MwfvhQJ5wy,Topic #1,"['win', 'httpstcomwfvhqj5wi']"
"People are not going to stand for having this Election stolen from them by a privately owned Radical Left company, Dominion, and many other reasons! https://t.co/RMOa4jKZwA",Topic #1,"['peopl', 'go', 'stand', 'elect', 'stolen', 'privat', 'own', 'radic', 'left', 'compani', 'dominion', 'mani', 'reason', 'httpstcormoa4jkzwa']"
https://t.co/xQqv2oHpwf,Topic #1,['httpstcoxqqv2ohpwf']
"....We cannot waste time and can only give to those states that will use the Vaccine immediately. Therefore the New York delay. Many lives to be saved, but we are ready when they are. Stop playing politics!",Topic #1,"['can', 'not', 'wast', 'time', 'give', 'state', 'use', 'vaccin', 'immedi', 'therefor', 'new', 'york', 'delay', 'mani', 'live', 'save', 'readi', 'stop', 'play', 'polit']"
"I LOVE NEW YORK! As everyone knows, the Trump Administration has produced a great and safe VACCINE far ahead of schedule. Another Administration would have taken five years. The problem is, @NYGovCuomo said that he will delay using it, and other states WANT IT NOW...",Topic #2,"['love', 'new', 'york', 'everyon', 'know', 'trump', 'administr', 'produc', 'great', 'safe', 'vaccin', 'far', 'ahead', 'schedul', 'anoth', 'administr', 'would', 'taken', 'five', 'year', 'problem', 'nygovcuomo', 'said', 'delay', 'use', 'state', 'want']"
https://t.co/w9YruJ4AYc,Topic #1,['httpstcow9yruj4ayc']
Congress must now do a Covid Relief Bill. Needs Democrats support. Make it big and focused. Get it done!,Topic #2,"['congress', 'must', 'covid', 'relief', 'bill', 'need', 'democrat', 'support', 'make', 'big', 'focus', 'get', 'done']"
"....What are they trying to hide. They know, and so does everyone else. EXPOSE THE CRIME!",Topic #1,"['tri', 'hide', 'know', 'everyon', 'els', 'expos', 'crime']"
"The Consent Decree signed by the Georgia Secretary of State, with the approval of Governor @BrianKempGA, at the urging of @staceyabrams, makes it impossible to check &amp; match signatures on ballots and envelopes, etc. They knew they were going to cheat. Must expose real signatures!",Topic #1,"['consent', 'decre', 'sign', 'georgia', 'secretari', 'state', 'approv', 'governor', 'briankempga', 'urg', 'staceyabram', 'make', 'imposs', 'check', 'amp', 'match', 'signatur', 'ballot', 'envelop', 'etc', 'knew', 'go', 'cheat', 'must', 'expos', 'real', 'signatur']"
"Republican Burgess Owens Defeats Democrat Rep. Ben McAdams in Utah https://t.co/H9NlPQj5yb via @BreitbartNews Great going Burgess, you continue to be a STAR!",Topic #3,"['republican', 'burgess', 'owen', 'defeat', 'democrat', 'rep', 'ben', 'mcadam', 'utah', 'httpstcoh9nlpqj5yb', 'via', 'breitbartnew', 'great', 'go', 'burgess', 'continu', 'star']"
HIGHLY RATED! https://t.co/XTW9HNWltU,Topic #2,"['highli', 'rate', 'httpstcoxtw9hnwltu']"
"Top US Pollster and Statistician Richard Baris — People's Pundit — SUSPENDED from Twitter for Reporting on Disputed Election — Political 'WrongThink' Not Allowed https://t.co/uHBZnJJn1I via Said 10,000 DEAD PEOPLE VOTED IN MICHIGAN. When will this RIGGED ELECTION be overturned!",Topic #1,"['top', 'us', 'pollster', 'statistician', 'richard', 'bari', 'people', ""'"", 'pundit', 'suspend', 'twitter', 'report', 'disput', 'elect', 'polit', ""'wrongthink"", ""'"", 'allow', 'httpstcouhbznjjn1i', 'via', 'said', '10000', 'dead', 'peopl', 'vote', 'michigan', 'rig', 'elect', 'overturn']"
Wow. This is exactly what happened to us. Great courage by judge! https://t.co/p86FXdcBl2,Topic #1,"['wow', 'exactli', 'happen', 'us', 'great', 'courag', 'judg', 'httpstcop86fxdcbl2']"
"“The worst thing you can do is bet against Donald Trump, considering what has been done against him. They flooded the zone with mail-in ballots. We need every vote counted, and ferociously.” @PeteHegseth @seanhannity",Topic #1,"['worst', 'thing', 'bet', 'donald', 'trump', 'consid', 'done', 'flood', 'zone', 'mailin', 'ballot', 'need', 'everi', 'vote', 'count', 'feroci', 'petehegseth', 'seanhann']"
"Georgia Secretary of State, a so-called Republican (RINO), won’t let the people checking the ballots see the signatures for fraud. Why? Without this the whole process is very unfair and close to meaningless. Everyone knows that we won the state. Where is @BrianKempGA?",Topic #1,"['georgia', 'secretari', 'state', 'socal', 'republican', 'rino', 'wont', 'let', 'peopl', 'check', 'ballot', 'see', 'signatur', 'fraud', 'without', 'whole', 'process', 'unfair', 'close', 'meaningless', 'everyon', 'know', 'state', 'briankempga']"
"700,000 ballots were not allowed to be viewed in Philadelphia and Pittsburgh which means, based on our great Constitution, we win the State of Pennsylvania!",Topic #1,"['700000', 'ballot', 'allow', 'view', 'philadelphia', 'pittsburgh', 'mean', 'base', 'great', 'constitut', 'win', 'state', 'pennsylvania']"
https://t.co/m2yw7gTU5q,Topic #1,['httpstcom2yw7gtu5q']
https://t.co/62pKj4IMnu,Topic #1,['httpstco62pkj4imnu']
“VICTOR JOECKS: Clark County election officials accepted my signature — on 8 ballot envelopes” https://t.co/T6vTcb4k6k,Topic #1,"['victor', 'joeck', 'clark', 'counti', 'elect', 'offici', 'accept', 'signatur', '8', 'ballot', 'envelop', 'httpstcot6vtcb4k6k']"
https://t.co/f97adSPs5K,Topic #1,['httpstcof97adsps5k']
https://t.co/bo3vcckCCO,Topic #1,['httpstcobo3vcckcco']
https://t.co/Vv9I7BBXDb,Topic #1,['httpstcovv9i7bbxdb']
Will be having a press conference from the Rose Garden in 15 minutes.,Topic #2,"['press', 'confer', 'rose', 'garden', '15', 'minut']"
Now it is learned that the horrendous Dominion Voting System was used in Arizona (and big in Nevada). No wonder the result was a very close loss!,Topic #1,"['learn', 'horrend', 'dominion', 'vote', 'system', 'use', 'arizona', 'big', 'nevada', 'wonder', 'result', 'close', 'loss']"
"Heartwarming to see all of the tremendous support out there, especially the organic Rallies that are springing up all over the Country, including a big one on Saturday in D.C. I may even try to stop by and say hello. This Election was Rigged, from Dominion all the way up &amp; down!",Topic #1,"['heartwarm', 'see', 'tremend', 'support', 'especi', 'organ', 'ralli', 'spring', 'countri', 'includ', 'big', 'one', 'saturday', 'dc', 'may', 'even', 'tri', 'stop', 'say', 'hello', 'elect', 'rig', 'dominion', 'way', 'amp']"
"For years the Dems have been preaching how unsafe and rigged our elections have been. Now they are saying what a wonderful job the Trump Administration did in making 2020 the most secure election ever. Actually this is true, except for what the Democrats did. Rigged Election!",Topic #1,"['year', 'dem', 'preach', 'unsaf', 'rig', 'elect', 'say', 'wonder', 'job', 'trump', 'administr', 'make', '2020', 'secur', 'elect', 'ever', 'actual', 'true', 'except', 'democrat', 'rig', 'elect']"
Alito: ‘Religious Liberty Is in Danger of Becoming a Second-Class Right‘ https://t.co/hJZJHb36PB via @BreitbartNews,Topic #2,"['alito', 'religi', 'liberti', 'danger', 'becom', 'secondclass', 'right', 'httpstcohjzjhb36pb', 'via', 'breitbartnew']"
Fitton: 2020 Election Update https://t.co/rLgZ6xWGDE via @BreitbartNews,Topic #1,"['fitton', '2020', 'elect', 'updat', 'httpstcorlgz6xwgd', 'via', 'breitbartnew']"
"These states in question should immediately be put in the Trump Win column. Biden did not win, he lost by a lot! https://t.co/ywiw6sPicI https://t.co/C1g9LZpMah",Topic #1,"['state', 'question', 'immedi', 'put', 'trump', 'win', 'column', 'biden', 'win', 'lost', 'lot', 'httpstcoywiw6spici', 'httpstcoc1g9lzpmah']"
https://t.co/ptKv99S7qp,Topic #1,['httpstcoptkv99s7qp']
"Must see @seanhannity takedown of the horrible, inaccurate and anything but secure Dominion Voting System which is used in States where tens of thousands of votes were stolen from us and given to Biden. Likewise, the Great @LouDobbs has a confirming and powerful piece!",Topic #1,"['must', 'see', 'seanhann', 'takedown', 'horribl', 'inaccur', 'anyth', 'secur', 'dominion', 'vote', 'system', 'use', 'state', 'ten', 'thousand', 'vote', 'stolen', 'us', 'given', 'biden', 'likewis', 'great', 'loudobb', 'confirm', 'power', 'piec']"
"“REPORT: DOMINION DELETED 2.7 MILLION TRUMP VOTES NATIONWIDE. DATA ANALYSIS FINDS 221,000 PENNSYLVANIA VOTES SWITCHED FROM PRESIDENT TRUMP TO BIDEN. 941,000 TRUMP VOTES DELETED. STATES USING DOMINION VOTING SYSTEMS SWITCHED 435,000 VOTES FROM TRUMP TO BIDEN.” @ChanelRion @OANN",Topic #1,"['report', 'dominion', 'delet', '27', 'million', 'trump', 'vote', 'nationwid', 'data', 'analysi', 'find', '221000', 'pennsylvania', 'vote', 'switch', 'presid', 'trump', 'biden', '941000', 'trump', 'vote', 'delet', 'state', 'use', 'dominion', 'vote', 'system', 'switch', '435000', 'vote', 'trump', 'biden', 'chanelrion', 'oann']"
".@FoxNews daytime ratings have completely collapsed. Weekend daytime even WORSE. Very sad to watch this happen, but they forgot what made them successful, what got them there. They forgot the Golden Goose. The biggest difference between the 2016 Election, and 2020, was @FoxNews!",Topic #1,"['foxnew', 'daytim', 'rate', 'complet', 'collaps', 'weekend', 'daytim', 'even', 'wors', 'sad', 'watch', 'happen', 'forgot', 'made', 'success', 'got', 'forgot', 'golden', 'goos', 'biggest', 'differ', '2016', 'elect', '2020', 'foxnew']"
100% Correct! https://t.co/ahL2UglMXF,Topic #1,"['100', 'correct', 'httpstcoahl2uglmxf']"
So beautiful! https://t.co/TXynI8Q0pG,Topic #2,"['beauti', 'httpstcotxyni8q0pg']"
Rigged Election! Thanks Ryan. https://t.co/1ObzekxH8e,Topic #1,"['rig', 'elect', 'thank', 'ryan', 'httpstco1obzekxh8']"
"Thank you Scott, and stay tuned. You are terrific! https://t.co/3jhmFqlazE",Topic #2,"['thank', 'scott', 'stay', 'tune', 'terrif', 'httpstco3jhmfqlaz']"
"Now 73,000,000 Votes! https://t.co/VSNfdzoFkK",Topic #1,"['73000000', 'vote', 'httpstcovsnfdzofkk']"
"“OK, I’ve seen enough. What’s going to happen to these guys (McCabe, Comey &amp; the gang of treasonous thugs)? @SenJohnKennedy @MariaBartiromo @TheJusticeDept They, and many others, got caught. DO SOMETHING!!!",Topic #1,"['ok', 'ive', 'seen', 'enough', 'what', 'go', 'happen', 'guy', 'mccabe', 'comey', 'amp', 'gang', 'treason', 'thug', 'senjohnkennedi', 'mariabartiromo', 'thejusticedept', 'mani', 'other', 'got', 'caught', 'someth']"
"From 200,000 votes to less than 10,000 votes. If we can audit the total votes cast, we will easily win Arizona also! https://t.co/3eZHjdZL98",Topic #1,"['200000', 'vote', 'less', '10000', 'vote', 'audit', 'total', 'vote', 'cast', 'easili', 'win', 'arizona', 'also', 'httpstco3ezhjdzl98']"
Big Jim is the greatest! https://t.co/jEomyIEC47,Topic #1,"['big', 'jim', 'greatest', 'httpstcojeomyiec47']"
"It took long enough! What is taking North Carolina so long? Are they looking for more ballots to fix that one also? Now with a recount, we will win Georgia also. Pennsylvania &amp; Michigan wouldn’t let our Poll Watchers &amp; Observers into counting rooms. Illegal! https://t.co/TVTVv4s5Lx",Topic #1,"['took', 'long', 'enough', 'take', 'north', 'carolina', 'long', 'look', 'ballot', 'fix', 'one', 'also', 'recount', 'win', 'georgia', 'also', 'pennsylvania', 'amp', 'michigan', 'wouldnt', 'let', 'poll', 'watcher', 'amp', 'observ', 'count', 'room', 'illeg', 'httpstcotvtvv4s5lx']"
It attempted to alter our election and got caught? https://t.co/J8mcH4SpxG,Topic #1,"['attempt', 'alter', 'elect', 'got', 'caught', 'httpstcoj8mch4spxg']"
https://t.co/6hNhg0yYkF,Topic #1,['httpstco6hnhg0yykf']
"NOW 73,000,000 LEGAL VOTES! https://t.co/VSNfdzoFkK",Topic #1,"['73000000', 'legal', 'vote', 'httpstcovsnfdzofkk']"
"Nobody wants to report that Pennsylvania and Michigan didn’t allow our Poll Watchers and/or Vote Observers to Watch or Observe. This is responsible for hundreds of thousands of votes that should not be allowed to count. Therefore, I easily win both states. Report the News!",Topic #1,"['nobodi', 'want', 'report', 'pennsylvania', 'michigan', 'didnt', 'allow', 'poll', 'watcher', 'andor', 'vote', 'observ', 'watch', 'observ', 'respons', 'hundr', 'thousand', 'vote', 'allow', 'count', 'therefor', 'easili', 'win', 'state', 'report', 'news']"
"I am pleased to announce that I have given my full support and endorsement to Ronna McDaniel to continue heading the Republican National Committee (RNC). With 72 MILLION votes, we received more votes than any sitting President in U.S. history - and we will win!",Topic #1,"['pleas', 'announc', 'given', 'full', 'support', 'endors', 'ronna', 'mcdaniel', 'continu', 'head', 'republican', 'nation', 'committe', 'rnc', '72', 'million', 'vote', 'receiv', 'vote', 'sit', 'presid', 'us', 'histori', 'win']"
"Everyone is asking why the recent presidential polls were so inaccurate when it came to me. Because they are FAKE, just like much of the Lamestream Media!",Topic #1,"['everyon', 'ask', 'recent', 'presidenti', 'poll', 'inaccur', 'came', 'fake', 'like', 'much', 'lamestream', 'media']"
WE WILL WIN! https://t.co/rkd8vK6id7,Topic #1,"['win', 'httpstcorkd8vk6id7']"
You are looking at BALLOTS! Is this what our Country has come to? https://t.co/cI2ZTItqUi,Topic #1,"['look', 'ballot', 'countri', 'come', 'httpstcoci2ztitqui']"
https://t.co/JxzM7kThko,Topic #1,['httpstcojxzm7kthko']
https://t.co/5He4fYU5Jv,Topic #1,['httpstco5he4fyu5jv']
https://t.co/pBndm0Sd3M,Topic #1,['httpstcopbndm0sd3m']
https://t.co/SHY5Hz66eJ,Topic #1,['httpstcoshy5hz66ej']
"A guy named Al Schmidt, a Philadelphia Commissioner and so-called Republican (RINO), is being used big time by the Fake  News Media to explain how honest things were with respect to the Election in Philadelphia. He refuses to look at a mountain of corruption &amp; dishonesty. We win!",Topic #1,"['guy', 'name', 'al', 'schmidt', 'philadelphia', 'commission', 'socal', 'republican', 'rino', 'use', 'big', 'time', 'fake', 'news', 'media', 'explain', 'honest', 'thing', 'respect', 'elect', 'philadelphia', 'refus', 'look', 'mountain', 'corrupt', 'amp', 'dishonesti', 'win']"
"Richard Hopkins, Pennsylvania postal worker, recants ballot-tampering claim - Washington Times https://t.co/C7isLvQ9QU  Stays with the truth, his original story.",Topic #2,"['richard', 'hopkin', 'pennsylvania', 'postal', 'worker', 'recant', 'ballottamp', 'claim', 'washington', 'time', 'httpstcoc7islvq9qu', 'stay', 'truth', 'origin', 'stori']"
"The Fake Pollsters at @ABC/@washingtonpost produced a possibly illegal suppression Poll just before the Election showing me down 17 points in Wisconsin when, in fact, on Election Day, the race was even - &amp; we are now preparing to win the state. Many such “deplorable” instances!",Topic #1,"['fake', 'pollster', 'abcwashingtonpost', 'produc', 'possibl', 'illeg', 'suppress', 'poll', 'elect', 'show', '17', 'point', 'wisconsin', 'fact', 'elect', 'day', 'race', 'even', 'amp', 'prepar', 'win', 'state', 'mani', 'deplor', 'instanc']"
https://t.co/JxzM7kThko,Topic #1,['httpstcojxzm7kthko']
People will not accept this Rigged Election! https://t.co/XQAOIt5ZwU,Topic #1,"['peopl', 'accept', 'rig', 'elect', 'httpstcoxqaoit5zwu']"
Obama spied on our campaign - and got caught! https://t.co/HyQW0v2SD4,Topic #1,"['obama', 'spi', 'campaign', 'got', 'caught', 'httpstcohyqw0v2sd4']"
I Was In Philadelphia Watching Fraud Happen. Here’s How It Went Down https://t.co/fRMw3ilbYG They shut out our Poll Watchers and Observers. Those hundreds of thousands of votes should not be allowed. Corrupt politics.,Topic #1,"['philadelphia', 'watch', 'fraud', 'happen', 'here', 'went', 'httpstcofrmw3ilbyg', 'shut', 'poll', 'watcher', 'observ', 'hundr', 'thousand', 'vote', 'allow', 'corrupt', 'polit']"
A brave patriot. More &amp; more people are stepping forward to expose this Rigged Election! https://t.co/DfOVDQu2Qp,Topic #1,"['brave', 'patriot', 'amp', 'peopl', 'step', 'forward', 'expos', 'rig', 'elect', 'httpstcodfovdqu2qp']"
He should pay a big price for his subversion! https://t.co/1nFjPBpvfV,Topic #2,"['pay', 'big', 'price', 'subvers', 'httpstco1nfjpbpvfv']"
Thanks Dan. Big win for us in Texas! https://t.co/MqNSOf6AWP,Topic #1,"['thank', 'dan', 'big', 'win', 'us', 'texa', 'httpstcomqnsof6awp']"
